日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,成交量,成交金额
2017-06-06,'399107,深证Ａ指,1893.9612,1893.9612,1878.1404,1881.444,1883.6273,10.3339,0.5486,12797861282,1.69923407691e+11
2017-06-05,'399107,深证Ａ指,1883.6273,1887.9052,1873.3215,1873.3215,1870.7035,12.9238,0.6909,13453177040,1.78470020023e+11
2017-06-02,'399107,深证Ａ指,1870.7035,1873.6778,1833.9176,1848.3783,1855.0047,15.6988,0.8463,14818233339,1.86690340654e+11
2017-06-01,'399107,深证Ａ指,1855.0047,1886.7615,1854.5763,1884.8466,1891.3762,-36.3715,-1.923,15507809951,2.01143840623e+11
2017-05-31,'399107,深证Ａ指,1891.3762,1919.0556,1890.5207,1912.0341,1893.2399,-1.8637,-0.0984,15661841689,2.11061532995e+11
2017-05-26,'399107,深证Ａ指,1893.2399,1901.8421,1888.7963,1893.6956,1895.1316,-1.8917,-0.0998,15553766342,2.08075764229e+11
2017-05-25,'399107,深证Ａ指,1895.1316,1899.2686,1860.792,1878.1523,1881.4951,13.6365,0.7248,17397784979,2.26716119123e+11
2017-05-24,'399107,深证Ａ指,1881.4951,1881.4951,1838.4113,1863.0281,1871.6317,9.8634,0.527,14454617118,1.89565075537e+11
2017-05-23,'399107,深证Ａ指,1871.6317,1911.7788,1870.6764,1907.2308,1912.2483,-40.6166,-2.124,16942807794,2.2552138772e+11
2017-05-22,'399107,深证Ａ指,1912.2483,1944.0665,1906.3299,1937.0203,1938.961,-26.7127,-1.3777,15740056786,2.16600071643e+11
2017-05-19,'399107,深证Ａ指,1938.961,1947.2738,1930.0432,1941.1506,1941.3592,-2.3982,-0.1235,14328883530,2.03560516121e+11
2017-05-18,'399107,深证Ａ指,1941.3592,1956.699,1934.0327,1938.806,1953.594,-12.2348,-0.6263,16002902120,2.31777043855e+11
2017-05-17,'399107,深证Ａ指,1953.594,1965.1919,1948.4403,1949.7141,1951.0682,2.5258,0.1295,19179141583,2.7873179586e+11
2017-05-16,'399107,深证Ａ指,1951.0682,1951.0682,1895.8189,1907.251,1910.966,40.1022,2.0985,18751203587,2.67272337679e+11
2017-05-15,'399107,深证Ａ指,1910.966,1916.6928,1907.0478,1907.0478,1903.8303,7.1357,0.3748,13282552227,1.91133563869e+11
2017-05-12,'399107,深证Ａ指,1903.8303,1907.5699,1888.2529,1898.7573,1902.7682,1.0621,0.0558,14075261757,1.98369911515e+11
2017-05-11,'399107,深证Ａ指,1902.7682,1902.7682,1859.1303,1894.4522,1906.3581,-3.5899,-0.1883,17305944785,2.29227695644e+11
2017-05-10,'399107,深证Ａ指,1906.3581,1944.9682,1905.8778,1931.9358,1932.6879,-26.3298,-1.3623,15594674910,2.20687662285e+11
2017-05-09,'399107,深证Ａ指,1932.6879,1932.6879,1901.7267,1912.4039,1919.9884,12.6995,0.6614,13862081330,1.95268664244e+11
2017-05-08,'399107,深证Ａ指,1919.9884,1956.2509,1919.9884,1953.4203,1958.9459,-38.9575,-1.9887,16397437072,2.20925015714e+11
2017-05-05,'399107,深证Ａ指,1958.9459,1980.1815,1958.9459,1977.4593,1983.6352,-24.6893,-1.2446,16588107266,2.36215387642e+11
2017-05-04,'399107,深证Ａ指,1983.6352,2000.6982,1973.9667,1984.3665,1989.2588,-5.6236,-0.2827,17581969523,2.52801479279e+11
2017-05-03,'399107,深证Ａ指,1989.2588,1999.106,1980.6622,1992.195,1994.6422,-5.3834,-0.2699,16778839965,2.40929536788e+11
2017-05-02,'399107,深证Ａ指,1994.6422,1995.5963,1985.3049,1990.9174,1994.6739,-0.0317,-0.0016,15762957069,2.25080696177e+11
2017-04-28,'399107,深证Ａ指,1994.6739,1994.6739,1980.1423,1982.7421,1987.4485,7.2254,0.3636,16420196749,2.33112550522e+11
2017-04-27,'399107,深证Ａ指,1987.4485,1990.0931,1938.6692,1971.6406,1976.621,10.8275,0.5478,20414395620,2.84980731131e+11
2017-04-26,'399107,深证Ａ指,1976.621,1982.2855,1967.3503,1967.7945,1969.3181,7.3029,0.3708,16485109308,2.33360701863e+11
2017-04-25,'399107,深证Ａ指,1969.3181,1979.8918,1959.2406,1960.3562,1959.4028,9.9153,0.506,15385660922,2.12639325699e+11
2017-04-24,'399107,深证Ａ指,1959.4028,2002.2291,1955.2151,2002.2291,2008.4991,-49.0963,-2.4444,15979250770,2.13878262825e+11
2017-04-21,'399107,深证Ａ指,2008.4991,2025.3356,2006.5309,2017.0939,2017.4759,-8.9768,-0.445,14424446836,1.98230499065e+11
2017-04-20,'399107,深证Ａ指,2017.4759,2031.3745,2004.2967,2020.5019,2021.3256,-3.8497,-0.1905,17321222276,2.44636510699e+11
2017-04-19,'399107,深证Ａ指,2021.3256,2030.1256,1998.4559,2028.8349,2035.9496,-14.624,-0.7183,19842692169,2.67610441724e+11
2017-04-18,'399107,深证Ａ指,2035.9496,2058.895,2034.1587,2047.1094,2048.6909,-12.7413,-0.6219,18404149105,2.55768315907e+11
2017-04-17,'399107,深证Ａ指,2048.6909,2067.1422,2039.4608,2067.1422,2078.1587,-29.4678,-1.418,19397239792,2.72953363443e+11
2017-04-14,'399107,深证Ａ指,2078.1587,2107.7228,2076.6695,2107.6827,2107.5166,-29.3579,-1.393,21828907408,2.8681542634e+11
2017-04-13,'399107,深证Ａ指,2107.5166,2113.8087,2095.1214,2096.6734,2099.4803,8.0363,0.3828,20462790782,2.69631669751e+11
2017-04-12,'399107,深证Ａ指,2099.4803,2114.9508,2098.8603,2113.7692,2115.6285,-16.1482,-0.7633,25574669749,3.41395937126e+11
2017-04-11,'399107,深证Ａ指,2115.6285,2115.7615,2078.2855,2099.1483,2101.0892,14.5393,0.692,26699686270,3.83322912422e+11
2017-04-10,'399107,深证Ａ指,2101.0892,2118.6618,2098.9866,2118.6566,2121.9003,-20.8111,-0.9808,23923456649,3.45990475515e+11
2017-04-07,'399107,深证Ａ指,2121.9003,2128.6811,2117.8103,2121.4185,2122.8209,-0.9206,-0.0434,20482531900,2.99462786601e+11
2017-04-06,'399107,深证Ａ指,2122.8209,2126.0607,2115.8708,2119.7795,2116.5263,6.2946,0.2974,19084116170,2.90652225887e+11
2017-04-05,'399107,深证Ａ指,2116.5263,2116.5263,2087.8535,2087.8535,2078.0584,38.4679,1.8511,20127158829,3.02871179902e+11
2017-03-31,'399107,深证Ａ指,2078.0584,2080.6264,2066.3002,2070.1627,2070.8493,7.2091,0.3481,15925986607,2.49489632657e+11
2017-03-30,'399107,深证Ａ指,2070.8493,2108.1715,2067.084,2108.1715,2112.5737,-41.7244,-1.9751,20921070250,3.16360932346e+11
2017-03-29,'399107,深证Ａ指,2112.5737,2130.854,2109.8281,2128.6039,2128.1331,-15.5594,-0.7311,18468854233,2.94468632773e+11
2017-03-28,'399107,深证Ａ指,2128.1331,2136.1272,2124.6917,2132.0168,2133.5869,-5.4538,-0.2556,15821963179,2.62289061909e+11
2017-03-27,'399107,深证Ａ指,2133.5869,2143.4308,2131.5674,2141.5361,2141.2491,-7.6622,-0.3578,17887601056,2.87981409571e+11
2017-03-24,'399107,深证Ａ指,2141.2491,2143.5122,2129.7714,2132.4317,2132.7171,8.532,0.4001,18456779912,2.95324266512e+11
2017-03-23,'399107,深证Ａ指,2132.7171,2141.0557,2110.1846,2132.3953,2131.9473,0.7698,0.0361,18674403770,3.20997473919e+11
2017-03-22,'399107,深证Ａ指,2131.9473,2136.6426,2117.6033,2128.4374,2138.2837,-6.3364,-0.2963,18177063837,3.01226322916e+11
2017-03-21,'399107,深证Ａ指,2138.2837,2138.2837,2126.8521,2128.9557,2130.0532,8.2305,0.3864,15931208040,2.77139644224e+11
2017-03-20,'399107,深证Ａ指,2130.0532,2130.0532,2114.8236,2121.5897,2123.3992,6.654,0.3134,16910245184,2.81654516542e+11
2017-03-17,'399107,深证Ａ指,2123.3992,2148.8757,2123.2641,2141.6668,2140.7838,-17.3846,-0.8121,20350459505,3.38009042126e+11
2017-03-16,'399107,深证Ａ指,2140.7838,2140.7838,2124.3431,2124.3431,2120.2994,20.4844,0.9661,18584090890,3.0582010622e+11
2017-03-15,'399107,深证Ａ指,2120.2994,2122.9493,2111.8098,2117.1334,2120.6907,-0.3913,-0.0185,15636813941,2.56758930604e+11
2017-03-14,'399107,深证Ａ指,2120.6907,2128.4569,2116.8793,2123.9856,2123.6204,-2.9297,-0.138,16118006601,2.68328385011e+11
2017-03-13,'399107,深证Ａ指,2123.6204,2123.6204,2093.1009,2105.6122,2106.607,17.0134,0.8076,16523841527,2.67490328158e+11
2017-03-10,'399107,深证Ａ指,2106.607,2111.5547,2100.8911,2100.8911,2102.3491,4.2579,0.2025,14698383438,2.44046263173e+11
2017-03-09,'399107,深证Ａ指,2102.3491,2114.7338,2097.8886,2114.7285,2117.7152,-15.3661,-0.7256,16033268236,2.50971190987e+11
2017-03-08,'399107,深证Ａ指,2117.7152,2124.6143,2110.9735,2124.6143,2125.358,-7.6428,-0.3596,16056672539,2.57276506694e+11
2017-03-07,'399107,深证Ａ指,2125.358,2125.358,2113.8642,2119.6355,2118.9599,6.3981,0.3019,17712733993,2.85404506545e+11
2017-03-06,'399107,深证Ａ指,2118.9599,2118.9599,2095.9073,2095.9073,2094.1752,24.7847,1.1835,17699966555,2.85009210692e+11
2017-03-03,'399107,深证Ａ指,2094.1752,2096.1749,2076.9979,2083.5955,2089.782,4.3932,0.2102,16445243538,2.56669228673e+11
2017-03-02,'399107,深证Ａ指,2089.782,2106.3775,2088.9239,2103.4402,2101.4968,-11.7148,-0.5575,17632156893,2.63512409242e+11
2017-03-01,'399107,深证Ａ指,2101.4968,2109.2799,2094.9859,2096.3954,2093.5874,7.9094,0.3778,17990008686,2.70310475081e+11
2017-02-28,'399107,深证Ａ指,2093.5874,2093.5874,2080.8144,2082.0692,2080.4292,13.1582,0.6325,15504756762,2.33019410538e+11
2017-02-27,'399107,深证Ａ指,2080.4292,2096.0415,2078.7222,2093.9005,2092.5852,-12.156,-0.5809,17261339120,2.55702365419e+11
2017-02-24,'399107,深证Ａ指,2092.5852,2093.1399,2080.7915,2082.6069,2083.794,8.7912,0.4219,17545975203,2.62458394632e+11
2017-02-23,'399107,深证Ａ指,2083.794,2084.6299,2071.9206,2081.9642,2082.0475,1.7465,0.0839,19930451044,2.81079837217e+11
2017-02-22,'399107,深证Ａ指,2082.0475,2082.0475,2068.6166,2072.2879,2072.4526,9.5949,0.463,19339658537,2.67111270627e+11
2017-02-21,'399107,深证Ａ指,2072.4526,2072.4526,2053.6469,2054.6323,2052.9502,19.5024,0.95,18895758419,2.65255348185e+11
2017-02-20,'399107,深证Ａ指,2052.9502,2052.9502,2033.2768,2033.8699,2034.7263,18.2239,0.8956,17867494626,2.48254427001e+11
2017-02-17,'399107,深证Ａ指,2034.7263,2055.1258,2031.2358,2048.528,2048.3807,-13.6544,-0.6666,18053925940,2.50561427015e+11
2017-02-16,'399107,深证Ａ指,2048.3807,2048.9694,2032.8031,2035.1771,2036.7877,11.593,0.5692,16441738381,2.24680660537e+11
2017-02-15,'399107,深证Ａ指,2036.7877,2059.4314,2033.2158,2053.6098,2054.9336,-18.1459,-0.883,18422932621,2.6153559737e+11
2017-02-14,'399107,深证Ａ指,2054.9336,2057.5677,2048.761,2055.4064,2055.3798,-0.4462,-0.0217,16169688125,2.26786114435e+11
2017-02-13,'399107,深证Ａ指,2055.3798,2055.9709,2036.7704,2038.8082,2040.2779,15.1019,0.7402,18160995985,2.48189224702e+11
2017-02-10,'399107,深证Ａ指,2040.2779,2047.0519,2037.6904,2044.9985,2044.8297,-4.5518,-0.2226,18866990486,2.52574555877e+11
2017-02-09,'399107,深证Ａ指,2044.8297,2046.666,2029.1323,2030.3953,2031.3901,13.4396,0.6616,17412616741,2.48727476132e+11
2017-02-08,'399107,深证Ａ指,2031.3901,2031.3901,2003.6276,2012.9658,2016.0596,15.3305,0.7604,15109455729,2.1543459282e+11
2017-02-07,'399107,深证Ａ指,2016.0596,2020.2871,2006.3435,2014.7242,2016.4809,-0.4213,-0.0209,14012194390,1.98432970341e+11
2017-02-06,'399107,深证Ａ指,2016.4809,2016.4809,1994.7295,1998.2621,1997.8154,18.6655,0.9343,12556216174,1.79001415119e+11
2017-02-03,'399107,深证Ａ指,1997.8154,2008.5268,1992.4178,2007.1545,2005.6079,-7.7925,-0.3885,9838848627,1.31918784499e+11
2017-01-26,'399107,深证Ａ指,2005.6079,2005.6079,1994.4137,1994.4497,1991.6628,13.9451,0.7002,10356969706,1.447796703e+11
2017-01-25,'399107,深证Ａ指,1991.6628,1994.8486,1979.3654,1981.3973,1983.712,7.9508,0.4008,11062837213,1.56513527296e+11
2017-01-24,'399107,深证Ａ指,1983.712,1989.7169,1981.0271,1989.0821,1989.7268,-6.0148,-0.3023,12463862523,1.71413068031e+11
2017-01-23,'399107,深证Ａ指,1989.7268,1994.8537,1975.0099,1975.0099,1972.5794,17.1474,0.8693,13312439402,1.8354109431e+11
2017-01-20,'399107,深证Ａ指,1972.5794,1976.2025,1939.9676,1939.9676,1942.8922,29.6872,1.528,12625752058,1.81381150624e+11
2017-01-19,'399107,深证Ａ指,1942.8922,1954.5677,1935.6994,1944.4752,1950.3681,-7.4759,-0.3833,11444526156,1.5853839393e+11
2017-01-18,'399107,深证Ａ指,1950.3681,1961.9587,1946.1035,1953.9305,1959.2259,-8.8578,-0.4521,11907949347,1.72056484146e+11
2017-01-17,'399107,深证Ａ指,1959.2259,1959.2259,1907.2861,1929.3229,1936.5795,22.6464,1.1694,14105930003,2.00738310275e+11
2017-01-16,'399107,深证Ａ指,1936.5795,2003.2404,1887.4055,2003.1632,2009.5121,-72.9326,-3.6294,19293904684,2.5897458559e+11
2017-01-13,'399107,深证Ａ指,2009.5121,2043.9991,2007.376,2040.9212,2041.2519,-31.7398,-1.5549,14557821020,2.09144091736e+11
2017-01-12,'399107,深证Ａ指,2041.2519,2064.0615,2039.6172,2057.3433,2059.2038,-17.9519,-0.8718,14666874672,2.01677604904e+11
2017-01-11,'399107,深证Ａ指,2059.2038,2083.9841,2059.2038,2077.4521,2081.0541,-21.8503,-1.05,15116229499,2.15248069886e+11
2017-01-10,'399107,深证Ａ指,2081.0541,2091.9758,2079.9082,2085.0232,2086.1625,-5.1084,-0.2449,15840638617,2.22362386977e+11
2017-01-09,'399107,深证Ａ指,2086.1625,2087.183,2072.4037,2077.3544,2079.8492,6.3133,0.3035,15385952853,2.2313283498e+11
2017-01-06,'399107,深证Ａ指,2079.8492,2096.0365,2079.0721,2095.7983,2098.1348,-18.2856,-0.8715,16775009988,2.47302145189e+11
2017-01-05,'399107,深证Ａ指,2098.1348,2104.1087,2097.5319,2101.0317,2101.5031,-3.3683,-0.1603,17190154408,2.50175449315e+11
2017-01-04,'399107,深证Ａ指,2101.5031,2101.5031,2075.8979,2078.1108,2077.5506,23.9525,1.1529,17602343335,2.54688147333e+11
2017-01-03,'399107,深证Ａ指,2077.5506,2077.5506,2063.5191,2063.5191,2059.9059,17.6447,0.8566,14248536846,1.99363695832e+11
2016-12-30,'399107,深证Ａ指,2059.9059,2064.8873,2052.9301,2058.2594,2056.9048,3.0011,0.1459,13085179179,1.91382050282e+11
2016-12-29,'399107,深证Ａ指,2056.9048,2070.7352,2055.779,2059.8451,2063.3302,-6.4254,-0.3114,12981553401,1.92415523824e+11
2016-12-28,'399107,深证Ａ指,2063.3302,2074.4254,2059.4928,2069.7655,2071.088,-7.7578,-0.3746,13831128065,1.97120990915e+11
2016-12-27,'399107,深证Ａ指,2071.088,2077.5166,2067.6574,2068.9496,2069.675,1.413,0.0683,13576325813,2.00680216517e+11
2016-12-26,'399107,深证Ａ指,2069.675,2069.675,2031.6914,2053.6578,2062.024,7.651,0.371,14253588611,2.07623533147e+11
2016-12-23,'399107,深证Ａ指,2062.024,2085.3985,2060.3977,2084.267,2085.3646,-23.3406,-1.1193,14767366725,2.15295363181e+11
2016-12-22,'399107,深证Ａ指,2085.3646,2088.7398,2075.9903,2087.7747,2088.1686,-2.804,-0.1343,14564293201,2.11015051024e+11
2016-12-21,'399107,深证Ａ指,2088.1686,2088.5011,2076.6365,2076.6365,2072.748,15.4206,0.744,15400841661,2.25240279935e+11
2016-12-20,'399107,深证Ａ指,2072.748,2075.8838,2063.9262,2073.9162,2075.6303,-2.8823,-0.1389,15106402217,2.12635982016e+11
2016-12-19,'399107,深证Ａ指,2075.6303,2082.6385,2070.8546,2082.6385,2083.513,-7.8827,-0.3783,15818453212,2.24952387705e+11
2016-12-16,'399107,深证Ａ指,2083.513,2085.2072,2062.9016,2064.5663,2063.8703,19.6427,0.9517,16631022930,2.43747849781e+11
2016-12-15,'399107,深证Ａ指,2063.8703,2077.1809,2041.8202,2043.1547,2050.1509,13.7194,0.6692,16835798927,2.45435958123e+11
2016-12-14,'399107,深证Ａ指,2050.1509,2071.3234,2044.8617,2063.9414,2066.9665,-16.8156,-0.8135,17250167037,2.49576647627e+11
2016-12-13,'399107,深证Ａ指,2066.9665,2073.6219,2036.3911,2053.6526,2060.1385,6.828,0.3314,17674726089,2.54651252569e+11
2016-12-12,'399107,深证Ａ指,2060.1385,2165.044,2058.455,2164.2634,2165.6169,-105.4784,-4.8706,24263218781,3.5727951185e+11
2016-12-09,'399107,深证Ａ指,2165.6169,2175.6452,2161.5995,2170.9548,2173.3331,-7.7162,-0.355,16507951680,2.60200904858e+11
2016-12-08,'399107,深证Ａ指,2173.3331,2188.647,2172.0548,2188.3467,2186.9445,-13.6114,-0.6224,16869559212,2.56654907149e+11
2016-12-07,'399107,深证Ａ指,2186.9445,2186.9445,2162.6262,2167.2389,2167.1643,19.7802,0.9127,16510007039,2.48004014884e+11
2016-12-06,'399107,深证Ａ指,2167.1643,2174.5965,2164.5271,2167.2039,2163.7488,3.4155,0.1579,15317199986,2.42645148657e+11
2016-12-05,'399107,深证Ａ指,2163.7488,2180.5685,2154.3744,2158.3596,2180.8294,-17.0806,-0.7832,18232397751,2.72189592516e+11
2016-12-02,'399107,深证Ａ指,2180.8294,2218.3183,2179.6896,2217.2042,2217.7476,-36.9182,-1.6647,20638392811,3.15547374992e+11
2016-12-01,'399107,深证Ａ指,2217.7476,2217.7476,2207.6434,2207.6434,2204.3698,13.3778,0.6069,18813388909,2.977279895e+11
2016-11-30,'399107,深证Ａ指,2204.3698,2214.2036,2197.4368,2204.0056,2207.989,-3.6192,-0.1639,19390697028,3.00469627694e+11
2016-11-29,'399107,深证Ａ指,2207.989,2230.4684,2207.9387,2220.7014,2225.3057,-17.3167,-0.7782,22737250549,3.41460912287e+11
2016-11-28,'399107,深证Ａ指,2225.3057,2235.9023,2223.9818,2233.4854,2228.4842,-3.1785,-0.1426,21923454569,3.41308680578e+11
2016-11-25,'399107,深证Ａ指,2228.4842,2228.4842,2184.9087,2217.867,2219.7208,8.7634,0.3948,22033091312,3.53163978207e+11
2016-11-24,'399107,深证Ａ指,2219.7208,2232.6705,2214.8931,2225.3582,2228.1511,-8.4303,-0.3784,22752215414,3.66312276044e+11
2016-11-23,'399107,深证Ａ指,2228.1511,2243.1122,2223.6049,2239.7259,2236.9484,-8.7973,-0.3933,24455178067,4.01801066504e+11
2016-11-22,'399107,深证Ａ指,2236.9484,2236.9484,2220.1993,2220.1993,2217.0518,19.8966,0.8974,22389130790,3.71109245963e+11
2016-11-21,'399107,深证Ａ指,2217.0518,2221.0086,2207.9388,2208.2722,2208.9813,8.0705,0.3653,20124481728,3.29814717244e+11
2016-11-18,'399107,深证Ａ指,2208.9813,2221.7418,2206.2037,2215.8418,2214.8342,-5.8529,-0.2643,19870635870,3.08763627889e+11
2016-11-17,'399107,深证Ａ指,2214.8342,2219.4504,2204.4212,2217.9254,2223.1523,-8.3181,-0.3742,21188101740,3.1862830561e+11
2016-11-16,'399107,深证Ａ指,2223.1523,2230.6176,2222.2607,2224.8368,2222.6777,0.4746,0.0214,25013572428,3.82481365794e+11
2016-11-15,'399107,深证Ａ指,2222.6777,2222.6777,2204.6753,2211.919,2212.0678,10.6099,0.4796,24053327660,3.63557115241e+11
2016-11-14,'399107,深证Ａ指,2212.0678,2218.4052,2198.8439,2201.2448,2205.4846,6.5832,0.2985,28509286942,4.20887693392e+11
2016-11-11,'399107,深证Ａ指,2205.4846,2205.4846,2190.728,2193.9504,2193.7883,11.6963,0.5332,28171763492,4.16545397446e+11
2016-11-10,'399107,深证A指,2193.7883,2195.3487,2180.0395,2180.0395,2164.0432,29.7451,1.3745,24193990111,3.69042517626e+11
2016-11-09,'399107,深证Ａ指,2164.0432,2179.0912,2135.586,2176.668,2176.5528,-12.5096,-0.5747,24664507899,3.76224140164e+11
2016-11-08,'399107,深证Ａ指,2176.5528,2179.1224,2166.4792,2168.934,2162.2676,14.2852,0.6607,19997585364,3.04267657291e+11
2016-11-07,'399107,深证Ａ指,2162.2676,2168.3176,2155.9168,2162.4048,2162.6134,-0.3458,-0.016,20546835147,3.00658464191e+11
2016-11-04,'399107,深证Ａ指,2162.6134,2177.2378,2158.4668,2167.252,2167.2424,-4.629,-0.2136,20403069604,3.2721101327e+11
2016-11-03,'399107,深证Ａ指,2167.2424,2182.2784,2148.3484,2150.0428,2155.1796,12.0628,0.5597,23334709474,3.74490433535e+11
2016-11-02,'399107,深证Ａ指,2155.1796,2170.8978,2153.8188,2164.7024,2168.8556,-13.676,-0.6306,20754827678,3.26481342712e+11
2016-11-01,'399107,深证Ａ指,2168.8556,2168.8556,2146.6396,2146.6396,2144.9004,23.9552,1.1168,17740001518,2.87792816126e+11
2016-10-31,'399107,深证Ａ指,2144.9004,2147.3816,2129.4766,2140.6836,2146.716,-1.8156,-0.0846,16435700521,2.56643997613e+11
2016-10-28,'399107,深证A指,2146.716,2170.648,2146.6804,2162.5052,2163.543,-16.827,-0.7778,19220678838,2.98378093744e+11
2016-10-27,'399107,深证Ａ指,2163.543,2163.944,2154.506,2162.412,2164.822,-1.279,-0.0591,17791185575,2.71501496492e+11
2016-10-26,'399107,深证Ａ指,2164.822,2173.138,2158.333,2173.12,2173.603,-8.781,-0.404,21792343077,3.31271418862e+11
2016-10-25,'399107,深证Ａ指,2173.603,2173.678,2166.116,2166.708,2165.705,7.898,0.3647,20590494937,3.17682800365e+11
2016-10-24,'399107,深证Ａ指,2165.705,2169.08,2144.253,2147.811,2147.275,18.43,0.8583,21003501472,3.13306125282e+11
2016-10-21,'399107,深证Ａ指,2147.275,2155.684,2129.373,2154.088,2155.456,-8.181,-0.3795,20066467013,3.03937102083e+11
2016-10-20,'399107,深证Ａ指,2155.456,2158.212,2146.79,2149.309,2148.545,6.911,0.3217,19520172853,2.97094177977e+11
2016-10-19,'399107,深证Ａ指,2148.545,2158.367,2143.174,2154.479,2151.471,-2.926,-0.136,20086313273,2.97711482415e+11
2016-10-18,'399107,深证Ａ指,2151.471,2151.471,2118.435,2118.469,2121.081,30.39,1.4328,19046072968,2.87014564314e+11
2016-10-17,'399107,深证Ａ指,2121.081,2146.169,2115.298,2143.264,2141.024,-19.943,-0.9315,19127308407,2.83860607916e+11
2016-10-14,'399107,深证Ａ指,2141.024,2142.083,2126.509,2140.865,2143.704,-2.68,-0.125,17871877677,2.59653190808e+11
2016-10-13,'399107,深证Ａ指,2143.704,2149.216,2138.307,2141.098,2141.417,2.287,0.1068,18786856250,2.6571255264e+11
2016-10-12,'399107,深证Ａ指,2141.417,2141.417,2128.201,2131.723,2137.792,3.625,0.1696,18203101726,2.65260789929e+11
2016-10-11,'399107,深证Ａ指,2137.792,2137.792,2124.694,2127.232,2126.946,10.846,0.5099,19372402485,2.79481201488e+11
2016-10-10,'399107,深证Ａ指,2126.946,2126.946,2091.728,2096.91,2087.321,39.625,1.8984,18493841383,2.786417031e+11
2016-09-30,'399107,深证Ａ指,2087.321,2090.124,2074.525,2075.133,2077.15,10.171,0.4897,12790208579,1.85740433153e+11
2016-09-29,'399107,深证Ａ指,2077.15,2085.491,2070.382,2070.382,2069.168,7.982,0.3858,13740978569,2.00550510803e+11
2016-09-28,'399107,深证Ａ指,2069.168,2074.666,2065.399,2073.269,2072.304,-3.136,-0.1513,12869532770,1.88749659826e+11
2016-09-27,'399107,深证Ａ指,2072.304,2072.304,2044.925,2052.718,2056.918,15.386,0.748,14819178958,2.16892692031e+11
2016-09-26,'399107,深证Ａ指,2056.918,2096.288,2056.918,2096.283,2100.436,-43.518,-2.0719,17959684421,2.62755809256e+11
2016-09-23,'399107,深证Ａ指,2100.436,2113.767,2100.094,2112.43,2110.951,-10.515,-0.4981,16539762931,2.48387470377e+11
2016-09-22,'399107,深证Ａ指,2110.951,2117.856,2107.653,2109.39,2097.796,13.155,0.6271,17104540710,2.58067021141e+11
2016-09-21,'399107,深证Ａ指,2097.796,2102.893,2090.772,2091.468,2092.023,5.773,0.276,14379829411,2.17384983119e+11
2016-09-20,'399107,深证Ａ指,2092.023,2095.405,2086.649,2094.768,2093.303,-1.28,-0.0611,14610424752,2.16254713913e+11
2016-09-19,'399107,深证Ａ指,2093.303,2093.394,2075.306,2075.306,2071.261,22.042,1.0642,14212394073,2.12273271613e+11
2016-09-14,'399107,深证Ａ指,2071.261,2083.119,2063.803,2071.355,2080.818,-9.557,-0.4593,15236100691,2.26538498862e+11
2016-09-13,'399107,深证Ａ指,2080.818,2085.352,2068.702,2079.191,2067.945,12.873,0.6225,16291840474,2.43907455348e+11
2016-09-12,'399107,深证Ａ指,2067.945,2099.347,2067.859,2090.374,2128.685,-60.74,-2.8534,21863030335,3.18020820716e+11
2016-09-09,'399107,深证Ａ指,2128.685,2149.232,2128.685,2145.015,2144.48,-15.795,-0.7365,19521612317,2.98901640464e+11
2016-09-08,'399107,深证Ａ指,2144.48,2146.032,2132.206,2137.145,2138.654,5.826,0.2724,18296838468,2.82956615929e+11
2016-09-07,'399107,深证Ａ指,2138.654,2152.536,2136.424,2142.514,2142.532,-3.878,-0.181,23238471468,3.53236660195e+11
2016-09-06,'399107,深证Ａ指,2142.532,2142.532,2094.963,2112.232,2111.009,31.523,1.4933,21647069014,3.39176654897e+11
2016-09-05,'399107,深证Ａ指,2111.009,2122.489,2107.006,2108.005,2101.825,9.184,0.437,16293794458,2.48587839288e+11
2016-09-02,'399107,深证Ａ指,2101.825,2117.721,2091.837,2107.218,2110.438,-8.613,-0.4081,16439050105,2.60174614434e+11
2016-09-01,'399107,深证Ａ指,2110.438,2129.132,2110.438,2126.296,2126.614,-16.176,-0.7606,17927279128,2.7762351537e+11
2016-08-31,'399107,深证Ａ指,2126.614,2128.029,2109.597,2122.098,2121.877,4.737,0.2232,17289116487,2.72003453233e+11
2016-08-30,'399107,深证Ａ指,2121.877,2133.135,2118.409,2122.388,2120.605,1.272,0.06,16507880134,2.58355693964e+11
2016-08-29,'399107,深证Ａ指,2120.605,2126.396,2112.489,2114.88,2116.358,4.247,0.2007,16762506445,2.65323223522e+11
2016-08-26,'399107,深证Ａ指,2116.358,2133.175,2112.078,2116.234,2112.096,4.262,0.2018,18732377966,2.98788424947e+11
2016-08-25,'399107,深证Ａ指,2112.096,2115.336,2087.54,2112.601,2123.889,-11.793,-0.5553,20040005229,3.10055503282e+11
2016-08-24,'399107,深证Ａ指,2123.889,2134.138,2117.278,2119.539,2117.357,6.532,0.3085,18268012537,2.80461512115e+11
2016-08-23,'399107,深证Ａ指,2117.357,2124.965,2103.609,2109.895,2111.71,5.647,0.2674,18878393499,2.8078001434e+11
2016-08-22,'399107,深证Ａ指,2111.71,2144.605,2111.301,2139.696,2139.009,-27.299,-1.2762,21368217341,3.26461589093e+11
2016-08-19,'399107,深证Ａ指,2139.009,2145.616,2127.179,2134.723,2136.382,2.627,0.123,21485110201,3.24304315591e+11
